ID,NL,MR,ALIGNMENT,MONOTONIC
2958,which airlines fly between boston and philadelphia,"answer(_airline_1(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(philadelphia))))))","('which', 'answer'), ('airlines', '_airline_1'), ('fly', '_flight'), ('ε', 'intersection'), ('between', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('and', '_to_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia')",1
2959,i would like to book a flight from chicago to seattle on june first,"answer(_flight(intersection(_from_2(city_name(chicago)),_to_2(city_name(seattle)),_day_number_2(day_number(1)),_month_2(month(june)))))","('i', 'answer'), ('would', 'ε'), ('like', 'ε'), ('to', 'ε'), ('book', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('chicago', 'chicago'), ('to', '_to_2'), ('ε', 'city_name'), ('seattle', 'seattle'), ('on', 'ε'), ('june', '_day_number_2'), ('ε', 'day_number'), ('ε', '_month_2'), ('ε', 'month'), ('ε', 'june'), ('first', '1')",0
2960,what kind of aircraft is used on a flight from cleveland to dallas,"answer(_aircraft_1(_flight(intersection(_from_2(city_name(cleveland)),_to_2(city_name(dallas))))))","('what', 'answer'), ('kind', 'ε'), ('of', 'ε'), ('aircraft', '_aircraft_1'), ('is', 'ε'), ('used', 'ε'), ('on', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('cleveland', 'cleveland'), ('to', '_to_2'), ('ε', 'city_name'), ('dallas', 'dallas')",1
2961,show me flights from denver to atlanta on june sixteenth,"answer(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(atlanta)),_day_number_2(day_number(16)),_month_2(month(june)))))","('show', 'answer'), ('me', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('on', 'ε'), ('june', '_month_2'), ('ε', 'month'), ('ε', 'june'), ('sixteenth', '_day_number_2'), ('ε', 'day_number'), ('ε', '16')",0
2962,what flights from houston to milwaukee on friday on american airlines,"answer(_flight(intersection(_airline_2(airline_code(aa)),_from_2(city_name(houston)),_to_2(city_name(milwaukee)),_day_2(day(friday)))))","('what', 'answer'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('houston', 'houston'), ('to', '_to_2'), ('ε', 'city_name'), ('milwaukee', 'milwaukee'), ('on', '_day_2'), ('friday', 'day'), ('ε', 'friday'), ('on', 'ε'), ('american', 'airline_code'), ('ε', 'aa'), ('airlines', '_airline_2')",1
2963,please show me airlines with flights from denver to philadelphia,"answer(_airline_1(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(philadelphia))))))","('please', 'ε'), ('show', 'answer'), ('me', 'ε'), ('airlines', '_airline_1'), ('with', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia')",0
2964,are there any flights after 9pm from san francisco to washington,"answer(_flight(intersection(_>_departure_time_2(time(2100)),_from_2(city_name(san_francisco)),_to_2(city_name(washington)))))","('are', 'answer'), ('there', 'ε'), ('any', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('after', '_>_departure_time_2'), ('ε', 'time'), ('9pm', '2100'), ('from', '_from_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('to', '_to_2'), ('ε', 'city_name'), ('washington', 'washington')",1
2965,what are my options for a minneapolis back to indianapolis flight around noontime,"answer(_flight(intersection(_approx_departure_time_2(time(1200)),_from_2(city_name(minneapolis)),_to_2(city_name(indianapolis)))))","('what', 'answer'), ('are', 'ε'), ('my', '_from_2'), ('ε', 'city_name'), ('options', 'ε'), ('for', 'ε'), ('a', 'ε'), ('minneapolis', 'minneapolis'), ('back', 'ε'), ('to', '_to_2'), ('ε', 'city_name'), ('indianapolis', 'indianapolis'), ('flight', '_flight'), ('ε', 'intersection'), ('around', '_approx_departure_time_2'), ('ε', 'time'), ('noontime', '1200')",0
2966,show me the flights from boston to denver on august second,"answer(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(denver)),_day_number_2(day_number(2)),_month_2(month(august)))))","('show', 'answer'), ('me', 'ε'), ('the', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('denver', 'denver'), ('on', 'ε'), ('august', '_month_2'), ('ε', 'month'), ('ε', 'august'), ('second', '_day_number_2'), ('ε', 'day_number'), ('ε', '2')",1
2967,list all round trip fares from pittsburgh to washington dc,"answer(_fare(_round_trip(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(washington))))))","('list', 'answer'), ('all', 'ε'), ('round', '_round_trip'), ('ε', 'intersection'), ('trip', 'ε'), ('fares', '_fare'), ('from', '_from_2'), ('ε', 'city_name'), ('pittsburgh', 'pittsburgh'), ('to', '_to_2'), ('ε', 'city_name'), ('washington', 'washington'), ('dc', 'ε')",0
2968,i need a flight from atlanta to baltimore nonstop arriving at 7pm please,"answer(_flight(_nonstop(intersection(_arrival_time_2(time(1900)),_from_2(city_name(atlanta)),_to_2(city_name(baltimore))))))","('i', 'answer'), ('need', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('to', '_to_2'), ('ε', 'city_name'), ('baltimore', 'baltimore'), ('nonstop', '_nonstop'), ('ε', 'intersection'), ('arriving', 'ε'), ('at', '_arrival_time_2'), ('ε', 'time'), ('7pm', '1900'), ('please', 'ε')",1
2969,show me the earliest flight on wednesday from baltimore to newark,"answer(argmin_departure_time(_flight(intersection(_from_2(city_name(baltimore)),_to_2(city_name(newark)),_day_2(day(wednesday))))))","('show', 'answer'), ('me', 'ε'), ('the', 'ε'), ('earliest', 'argmin_departure_time'), ('flight', '_flight'), ('ε', 'intersection'), ('on', '_day_2'), ('wednesday', 'day'), ('ε', 'wednesday'), ('from', '_from_2'), ('ε', 'city_name'), ('baltimore', 'baltimore'), ('to', '_to_2'), ('ε', 'city_name'), ('newark', 'newark')",0
2970,i like to see the information for flights from pittsburgh to san francisco leaving pittsburgh after 12pm,"answer(_flight(intersection(_>_departure_time_2(time(1200)),_from_2(city_name(pittsburgh)),_to_2(city_name(san_francisco)))))","('i', 'answer'), ('like', 'ε'), ('to', 'ε'), ('see', 'ε'), ('the', 'ε'), ('information', 'ε'), ('for', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('pittsburgh', 'pittsburgh'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('leaving', 'ε'), ('pittsburgh', 'ε'), ('after', '_>_departure_time_2'), ('ε', 'time'), ('12pm', '1200')",1
2971,list evening flights tomorrow from phoenix to detroit,"answer(_flight(_tomorrow(intersection(_during_day_2(day_period(evening)),_from_2(city_name(phoenix)),_to_2(city_name(detroit))))))","('list', 'answer'), ('evening', '_during_day_2'), ('ε', 'day_period'), ('ε', 'evening'), ('flights', '_flight'), ('tomorrow', '_tomorrow'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('phoenix', 'phoenix'), ('to', '_to_2'), ('ε', 'city_name'), ('detroit', 'detroit')",0
2972,what flights go from chicago to seattle on continental airlines on saturday,"answer(_flight(intersection(_airline_2(airline_code(co)),_from_2(city_name(chicago)),_to_2(city_name(seattle)),_day_2(day(saturday)))))","('what', 'answer'), ('flights', '_flight'), ('ε', 'intersection'), ('go', 'ε'), ('from', '_from_2'), ('ε', 'city_name'), ('chicago', 'chicago'), ('to', '_to_2'), ('ε', 'city_name'), ('seattle', 'seattle'), ('on', 'ε'), ('continental', '_airline_2'), ('ε', 'airline_code'), ('ε', 'co'), ('airlines', 'ε'), ('on', '_day_2'), ('saturday', 'day'), ('ε', 'saturday')",1
2973,what is the earliest american airlines flight leaving philadelphia for dallas,"answer(argmin_departure_time(_flight(intersection(_airline_2(airline_code(aa)),_from_2(city_name(philadelphia)),_to_2(city_name(dallas))))))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('earliest', 'argmin_departure_time'), ('american', 'airline_code'), ('ε', 'aa'), ('airlines', '_airline_2'), ('flight', '_flight'), ('ε', 'intersection'), ('leaving', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('for', '_to_2'), ('ε', 'city_name'), ('dallas', 'dallas')",0
2974,how much is the cheapest flight from denver to pittsburgh with a stop in atlanta,"answer(_fare(argmin_fare(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(pittsburgh)),_stop_2(city_name(atlanta)))))))","('how', 'answer'), ('much', '_fare'), ('is', 'ε'), ('the', 'ε'), ('cheapest', 'argmin_fare'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('pittsburgh', 'pittsburgh'), ('with', 'ε'), ('a', 'ε'), ('stop', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('atlanta', 'atlanta')",1
2975,what is the cheapest flight flying from boston to atlanta before 8,"answer(argmin_fare(_flight(intersection(_<_departure_time_2(time(800)),_from_2(city_name(boston)),_to_2(city_name(atlanta))))))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('cheapest', 'argmin_fare'), ('flight', '_flight'), ('ε', 'intersection'), ('flying', 'ε'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('before', '_<_departure_time_2'), ('ε', 'time'), ('8', '800')",0
2976,i would like direct coach flights from pittsburgh to atlanta,"answer(_flight(_nonstop(intersection(_class_type_2(class_description(coach)),_from_2(city_name(pittsburgh)),_to_2(city_name(atlanta))))))","('i', 'answer'), ('would', 'ε'), ('like', 'ε'), ('direct', '_nonstop'), ('ε', 'intersection'), ('coach', '_class_type_2'), ('ε', 'class_description'), ('ε', 'coach'), ('flights', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('pittsburgh', 'pittsburgh'), ('to', '_to_2'), ('ε', 'city_name'), ('atlanta', 'atlanta')",1
2977,show me the earliest flight from san jose to pittsburgh that serves a snack,"answer(argmin_departure_time(_flight(intersection(_meal_2(meal_description(snack)),_from_2(city_name(san_jose)),_to_2(city_name(pittsburgh))))))","('show', 'answer'), ('me', 'ε'), ('the', 'ε'), ('earliest', 'argmin_departure_time'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('san', 'ε'), ('jose', 'san_jose'), ('to', '_to_2'), ('ε', 'city_name'), ('pittsburgh', 'pittsburgh'), ('that', 'ε'), ('serves', '_meal_2'), ('a', 'ε'), ('snack', 'meal_description'), ('ε', 'snack')",0
2978,what flights go from chicago to seattle on saturday on continental airlines,"answer(_flight(intersection(_airline_2(airline_code(co)),_from_2(city_name(chicago)),_to_2(city_name(seattle)),_day_2(day(saturday)))))","('what', 'answer'), ('flights', '_flight'), ('ε', 'intersection'), ('go', 'ε'), ('from', '_from_2'), ('ε', 'city_name'), ('chicago', 'chicago'), ('to', '_to_2'), ('ε', 'city_name'), ('seattle', 'seattle'), ('on', 'ε'), ('saturday', 'day'), ('ε', 'saturday'), ('on', '_day_2'), ('continental', '_airline_2'), ('ε', 'airline_code'), ('ε', 'co'), ('airlines', 'ε')",1
2979,i would like a us air flight from toronto to san diego with a stopover in denver please,"answer(_flight(intersection(_airline_2(airline_code(us)),_from_2(city_name(toronto)),_to_2(city_name(san_diego)),_stop_2(city_name(denver)))))","('i', 'answer'), ('would', 'ε'), ('like', 'ε'), ('a', 'ε'), ('us', 'airline_code'), ('ε', 'us'), ('air', '_airline_2'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('toronto', 'toronto'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('diego', 'san_diego'), ('with', 'ε'), ('a', 'ε'), ('stopover', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('denver', 'denver'), ('please', 'ε')",0
2980,what round trip flights between atlanta and denver qualify for fare code qx,"answer(_flight(_round_trip(intersection(_fare_basis_code_2(fare_basis_code(qx)),_from_2(city_name(atlanta)),_to_2(city_name(denver))))))","('what', 'answer'), ('round', '_round_trip'), ('ε', 'intersection'), ('trip', 'ε'), ('flights', '_flight'), ('between', '_from_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('and', '_to_2'), ('ε', 'city_name'), ('denver', 'denver'), ('qualify', '_fare_basis_code_2'), ('for', 'ε'), ('fare', 'ε'), ('code', 'fare_basis_code'), ('qx', 'qx')",1
2981,list nonstop flights from houston to dallas which arrive before midnight,"answer(_flight(_nonstop(intersection(_<_arrival_time_2(time(0)),_from_2(city_name(houston)),_to_2(city_name(dallas))))))","('list', 'answer'), ('nonstop', '_nonstop'), ('ε', 'intersection'), ('flights', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('houston', 'houston'), ('to', '_to_2'), ('ε', 'city_name'), ('dallas', 'dallas'), ('which', 'ε'), ('arrive', 'ε'), ('before', '_<_arrival_time_2'), ('ε', 'time'), ('midnight', '0')",0
2982,show me the itinerary of the connecting flight from boston to denver that departs boston at 10am,"answer(_flight(_connecting(intersection(_departure_time_2(time(1000)),_from_2(city_name(boston)),_to_2(city_name(denver))))))","('show', 'answer'), ('me', 'ε'), ('the', 'ε'), ('itinerary', '_departure_time_2'), ('of', 'ε'), ('the', 'ε'), ('connecting', '_connecting'), ('ε', 'intersection'), ('flight', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('denver', 'denver'), ('that', 'ε'), ('departs', 'ε'), ('boston', 'ε'), ('at', 'time'), ('10am', '1000')",1
2983,i would like to know some information on flights leaving philadelphia arriving in pittsburgh in the afternoon,"answer(_flight(intersection(_during_day_arrival_2(day_period(afternoon)),_from_2(city_name(philadelphia)),_to_2(city_name(pittsburgh)))))","('i', 'answer'), ('would', 'ε'), ('like', 'ε'), ('to', 'ε'), ('know', '_flight'), ('ε', 'intersection'), ('some', '_during_day_arrival_2'), ('information', 'ε'), ('on', 'ε'), ('flights', 'ε'), ('leaving', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('arriving', '_to_2'), ('ε', 'city_name'), ('in', 'ε'), ('pittsburgh', 'pittsburgh'), ('in', 'ε'), ('the', 'ε'), ('afternoon', 'day_period'), ('ε', 'afternoon')",0
2984,i would like to fly from boston to baltimore please tell me what are the times of the flights,"answer(_departure_time(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(baltimore))))))","('i', 'ε'), ('would', 'ε'), ('like', 'ε'), ('to', 'ε'), ('fly', 'ε'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('baltimore', 'baltimore'), ('please', 'ε'), ('tell', 'ε'), ('me', 'ε'), ('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('times', '_departure_time'), ('of', 'ε'), ('the', 'ε'), ('flights', '_flight'), ('ε', 'intersection')",1
2985,please show me all one way first class flights from indianapolis to memphis,"answer(_flight(_oneway(intersection(_class_type_2(class_description(first)),_from_2(city_name(indianapolis)),_to_2(city_name(memphis))))))","('please', 'ε'), ('show', 'answer'), ('me', 'ε'), ('all', 'ε'), ('one', '_oneway'), ('ε', 'intersection'), ('way', 'ε'), ('first', 'first'), ('class', '_class_type_2'), ('ε', 'class_description'), ('flights', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('indianapolis', 'indianapolis'), ('to', '_to_2'), ('ε', 'city_name'), ('memphis', 'memphis')",0
2986,show me the airlines that fly from denver to san francisco,"answer(_airline_1(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(san_francisco))))))","('show', 'answer'), ('me', 'ε'), ('the', 'ε'), ('airlines', '_airline_1'), ('that', 'ε'), ('fly', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco')",1
2987,display all flights from toronto to san diego on us air stopping over in denver,"answer(_flight(intersection(_airline_2(airline_code(us)),_from_2(city_name(toronto)),_to_2(city_name(san_diego)),_stop_2(city_name(denver)))))","('display', 'answer'), ('all', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('toronto', 'toronto'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('diego', 'san_diego'), ('on', 'ε'), ('us', 'airline_code'), ('ε', 'us'), ('air', '_airline_2'), ('stopping', '_stop_2'), ('over', 'city_name'), ('in', 'ε'), ('denver', 'denver')",0
2988,i now need a flight from san jose to houston leaving on sunday the fourth,"answer(_flight(intersection(_from_2(city_name(san_jose)),_to_2(city_name(houston)),_day_2(day(sunday)),_day_number_2(day_number(4)))))","('i', 'answer'), ('now', 'ε'), ('need', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('san', 'ε'), ('jose', 'san_jose'), ('to', '_to_2'), ('ε', 'city_name'), ('houston', 'houston'), ('leaving', 'ε'), ('on', '_day_2'), ('sunday', 'day'), ('ε', 'sunday'), ('the', 'ε'), ('fourth', '_day_number_2'), ('ε', 'day_number'), ('ε', '4')",1
2989,i'd like an early flight tomorrow from columbus to nashville,"answer(_flight(_tomorrow(intersection(_during_day_2(day_period(early)),_from_2(city_name(columbus)),_to_2(city_name(nashville))))))","(""i'd"", 'answer'), ('like', 'ε'), ('an', 'ε'), ('early', '_during_day_2'), ('ε', 'day_period'), ('ε', 'early'), ('flight', '_flight'), ('tomorrow', '_tomorrow'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('columbus', 'columbus'), ('to', '_to_2'), ('ε', 'city_name'), ('nashville', 'nashville')",0
2990,i need a united airlines flight from denver to baltimore on saturday,"answer(_flight(intersection(_airline_2(airline_code(ua)),_from_2(city_name(denver)),_to_2(city_name(baltimore)),_day_2(day(saturday)))))","('i', 'answer'), ('need', 'ε'), ('a', 'ε'), ('united', 'airline_code'), ('ε', 'ua'), ('airlines', '_airline_2'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('baltimore', 'baltimore'), ('on', '_day_2'), ('saturday', 'day'), ('ε', 'saturday')",1
2991,what's the cheapest of the dallas to atlanta flights which are after 2 in the afternoon,"answer(argmin_fare(_flight(intersection(_>_departure_time_2(time(1400)),_from_2(city_name(dallas)),_to_2(city_name(atlanta))))))","(""what's"", 'answer'), ('the', 'ε'), ('cheapest', 'argmin_fare'), ('of', 'ε'), ('the', 'ε'), ('dallas', 'dallas'), ('to', '_to_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('flights', '_flight'), ('ε', 'intersection'), ('which', 'ε'), ('are', 'ε'), ('after', '_>_departure_time_2'), ('ε', 'time'), ('2', '1400'), ('ε', '_from_2'), ('ε', 'city_name'), ('in', 'ε'), ('the', 'ε'), ('afternoon', 'ε')",0
2992,please give me round trip fares from baltimore to philadelphia,"answer(_fare(_round_trip(intersection(_from_2(city_name(baltimore)),_to_2(city_name(philadelphia))))))","('please', 'ε'), ('give', 'answer'), ('me', 'ε'), ('round', '_round_trip'), ('ε', 'intersection'), ('trip', 'ε'), ('fares', '_fare'), ('from', '_from_2'), ('ε', 'city_name'), ('baltimore', 'baltimore'), ('to', '_to_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia')",1
2993,please tell me the times of the flights between boston and baltimore,"answer(_departure_time(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(baltimore))))))","('please', 'ε'), ('tell', 'answer'), ('me', 'ε'), ('the', 'ε'), ('times', '_departure_time'), ('of', 'ε'), ('the', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('between', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('and', '_to_2'), ('ε', 'city_name'), ('baltimore', 'baltimore')",0
2994,i would like the time your earliest flight from washington to philadelphia,"answer(_departure_time(argmin_departure_time(_flight(intersection(_from_2(city_name(washington)),_to_2(city_name(philadelphia)))))))","('i', 'answer'), ('would', 'ε'), ('like', 'ε'), ('the', 'ε'), ('time', '_departure_time'), ('your', 'intersection'), ('earliest', 'argmin_departure_time'), ('flight', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('washington', 'washington'), ('to', '_to_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia')",1
2995,show me the airlines that fly from san francisco to boston,"answer(_airline_1(_flight(intersection(_from_2(city_name(san_francisco)),_to_2(city_name(boston))))))","('show', 'answer'), ('me', 'ε'), ('the', 'ε'), ('airlines', '_airline_1'), ('that', 'ε'), ('fly', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('to', '_to_2'), ('ε', 'city_name'), ('boston', 'boston')",0
2996,i need a listing of flights from st. petersburg florida to tacoma washington leaving tomorrow and i would like to have a stopover in milwaukee please,"answer(_flight(_tomorrow(intersection(_from_2(city_name(st_petersburg)),_to_2(city_name(tacoma)),_stop_2(city_name(milwaukee))))))","('i', 'ε'), ('need', 'ε'), ('a', 'ε'), ('listing', 'answer'), ('of', 'ε'), ('flights', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('st.', 'ε'), ('petersburg', 'st_petersburg'), ('florida', 'ε'), ('to', '_to_2'), ('ε', 'city_name'), ('tacoma', 'tacoma'), ('washington', 'ε'), ('leaving', 'ε'), ('tomorrow', '_tomorrow'), ('ε', 'intersection'), ('and', 'ε'), ('i', 'ε'), ('would', 'ε'), ('like', 'ε'), ('to', 'ε'), ('have', 'ε'), ('a', 'ε'), ('stopover', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('milwaukee', 'milwaukee'), ('please', 'ε')",1
2997,list flights from houston to memphis june twenty ninth,"answer(_flight(intersection(_from_2(city_name(houston)),_to_2(city_name(memphis)),_day_number_2(day_number(29)),_month_2(month(june)))))","('list', 'answer'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('houston', 'houston'), ('to', '_to_2'), ('ε', 'city_name'), ('memphis', 'memphis'), ('june', '_month_2'), ('ε', 'month'), ('ε', 'june'), ('twenty', '_day_number_2'), ('ε', 'day_number'), ('ninth', '29')",0
2998,show me all us air flights from atlanta to denver for the day after tomorrow,"answer(_flight(_day_after_tomorrow(intersection(_airline_2(airline_code(us)),_from_2(city_name(atlanta)),_to_2(city_name(denver))))))","('show', 'answer'), ('me', '_flight'), ('all', 'ε'), ('us', 'airline_code'), ('ε', 'us'), ('air', '_airline_2'), ('flights', 'ε'), ('from', '_from_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('to', '_to_2'), ('ε', 'city_name'), ('denver', 'denver'), ('for', 'ε'), ('the', 'ε'), ('day', '_day_after_tomorrow'), ('ε', 'intersection'), ('after', 'ε'), ('tomorrow', 'ε')",1
2999,can you tell me what airline flies between denver and san francisco,"answer(_airline_1(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(san_francisco))))))","('can', 'ε'), ('you', 'ε'), ('tell', 'ε'), ('me', 'ε'), ('what', 'answer'), ('airline', '_airline_1'), ('flies', '_flight'), ('ε', 'intersection'), ('between', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('and', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco')",0
3000,show me the daily flight schedule between boston and pittsburgh,"answer(_departure_time(_daily(intersection(_from_2(city_name(boston)),_to_2(city_name(pittsburgh))))))","('show', 'answer'), ('me', 'ε'), ('the', 'ε'), ('daily', '_daily'), ('ε', 'intersection'), ('flight', 'ε'), ('schedule', '_departure_time'), ('between', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('and', '_to_2'), ('ε', 'city_name'), ('pittsburgh', 'pittsburgh')",1
3001,show all flights and fares from pittsburgh to san francisco,"answer(_flight_fare(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(san_francisco)))))","('show', 'answer'), ('all', 'ε'), ('flights', 'ε'), ('and', 'ε'), ('fares', '_flight_fare'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('pittsburgh', 'pittsburgh'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco')",0
3002,which airlines fly from boston to san francisco,"answer(_airline_1(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco))))))","('which', 'answer'), ('airlines', '_airline_1'), ('fly', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco')",1
3003,what airlines fly between san francisco and denver,"answer(_airline_1(_flight(intersection(_from_2(city_name(san_francisco)),_to_2(city_name(denver))))))","('what', 'answer'), ('airlines', '_airline_1'), ('fly', '_flight'), ('ε', 'intersection'), ('between', '_from_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('and', '_to_2'), ('ε', 'city_name'), ('denver', 'denver')",0
3004,i want to depart washington april twentieth to atlanta least expensive fare,"answer(argmin_fare(intersection(_from_2(city_name(washington)),_to_2(city_name(atlanta)),_day_number_2(day_number(20)),_month_2(month(april)))))","('i', 'answer'), ('want', 'ε'), ('to', '_to_2'), ('ε', 'city_name'), ('depart', '_from_2'), ('ε', 'city_name'), ('washington', 'washington'), ('april', '_month_2'), ('ε', 'month'), ('ε', 'april'), ('twentieth', '_day_number_2'), ('ε', 'day_number'), ('ε', '20'), ('to', 'ε'), ('atlanta', 'atlanta'), ('least', 'ε'), ('expensive', 'argmin_fare'), ('ε', 'intersection'), ('fare', 'ε')",1
3005,flights on american from phoenix to chicago on wednesday,"answer(_flight(intersection(_airline_2(airline_code(aa)),_from_2(city_name(phoenix)),_to_2(city_name(chicago)),_day_2(day(wednesday)))))","('ε', 'answer'), ('flights', '_flight'), ('ε', 'intersection'), ('on', 'ε'), ('american', '_airline_2'), ('ε', 'airline_code'), ('ε', 'aa'), ('from', '_from_2'), ('ε', 'city_name'), ('phoenix', 'phoenix'), ('to', '_to_2'), ('ε', 'city_name'), ('chicago', 'chicago'), ('on', '_day_2'), ('wednesday', 'day'), ('ε', 'wednesday')",0
3006,what fare codes cover flights from philadelphia to san francisco,"answer(_fare(_flight(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(san_francisco))))))","('what', 'answer'), ('fare', '_fare'), ('codes', 'ε'), ('cover', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco')",1
